entryTime,exitTime,dir,entry,exit,size,pnl,win,reason,holdBars,capAfter
2025-09-15T07:00,2025-09-15T08:00,LONG,237.96,235.5804,50,-2.675,false,止损,1,163.99
2025-09-15T08:00,2025-09-16T16:00,LONG,232.09,239.0527,49.2,7.2078,true,止盈,32,171.2
2025-09-16T16:00,2025-09-17T00:00,LONG,238.2,235.818,51.36,-2.7478,false,止损,8,168.45
2025-09-17T03:00,2025-09-17T06:00,SHORT,234.02,236.3602,50.54,-2.7039,false,止损,3,165.75
2025-09-17T19:00,2025-09-17T20:00,SHORT,238.61,240.9961,49.72,-2.66,false,止损,1,163.09
2025-09-17T20:00,2025-09-17T22:00,LONG,237.9,245.037,48.93,7.1682,true,止盈,2,170.26
2025-09-17T22:00,2025-09-18T01:00,SHORT,244.69,247.1369,51.08,-2.7328,false,止损,3,167.52
2025-09-18T16:00,2025-09-18T17:00,SHORT,249.66,252.1566,50.26,-2.6889,false,止损,1,164.83
2025-09-18T17:00,2025-09-19T04:00,SHORT,251.26,243.7222,49.45,7.2444,true,止盈,11,172.08
2025-09-19T06:00,2025-09-19T15:00,SHORT,243.57,236.2629,51.62,7.5623,true,止盈,9,179.64
2025-09-21T09:00,2025-09-22T00:00,SHORT,238.43,231.2771,53.89,7.8949,true,止盈,15,187.54
2025-09-22T00:00,2025-09-22T05:00,LONG,232.21,229.8879,56.26,-3.0099,false,止损,5,184.53
2025-09-22T05:00,2025-09-22T06:00,LONG,224.9,222.651,55.36,-2.9618,false,止损,1,181.56
2025-09-22T06:00,2025-09-22T07:00,LONG,224.39,222.1461,54.47,-2.9141,false,止损,1,178.65
2025-09-22T07:00,2025-09-22T09:00,LONG,221.88,219.6612,53.6,-2.8676,false,止损,2,175.78
2025-09-23T01:00,2025-09-23T02:00,LONG,216.58,214.4142,52.73,-2.8211,false,止损,1,172.96
2025-09-23T02:00,2025-09-23T09:00,LONG,214.09,220.5127,51.89,7.6019,true,止盈,7,180.56
2025-09-23T19:00,2025-09-24T03:00,LONG,214.43,212.2857,54.17,-2.8981,false,止损,8,177.67
2025-09-24T03:00,2025-09-24T04:00,LONG,208.48,206.3952,53.3,-2.8516,false,止损,1,174.81
2025-09-24T04:00,2025-09-24T14:00,LONG,207.98,214.2194,52.44,7.6825,true,止盈,10,182.5
2025-09-25T01:00,2025-09-25T03:00,LONG,208.14,206.0586,54.75,-2.9291,false,止损,2,179.57
2025-09-25T03:00,2025-09-25T04:00,LONG,207.21,205.1379,53.87,-2.882,false,止损,1,176.69
2025-09-25T04:00,2025-09-25T09:00,LONG,204.21,202.1679,53.01,-2.836,false,止损,5,173.85
2025-09-25T23:00,2025-09-26T16:00,LONG,192.58,198.3574,52.15,7.64,true,止盈,17,181.49
2025-09-28T03:00,2025-09-28T15:00,SHORT,201.35,203.3635,54.45,-2.9131,false,止损,12,178.58
2025-09-28T16:00,2025-09-28T23:00,LONG,203.93,210.0479,53.57,7.848,true,止盈,7,186.42
2025-09-29T14:00,2025-09-29T20:00,SHORT,212.24,214.3624,55.93,-2.9923,false,止损,6,183.43
2025-09-29T20:00,2025-09-30T08:00,SHORT,214.27,207.8419,55.03,8.0619,true,止盈,12,191.49
2025-09-30T08:00,2025-09-30T20:00,SHORT,207.74,209.8174,57.45,-3.0736,false,止损,12,188.42
2025-10-01T01:00,2025-10-01T03:00,LONG,210.52,208.4148,56.53,-3.0244,false,止损,2,185.4
2025-10-01T03:00,2025-10-01T04:00,SHORT,206.64,208.7064,55.62,-2.9757,false,止损,1,182.42
2025-10-01T05:00,2025-10-01T08:00,LONG,208.88,215.1464,54.73,8.0179,true,止盈,3,190.44
2025-10-01T08:00,2025-10-01T12:00,SHORT,216.43,218.5943,57.13,-3.0565,false,止损,4,187.38
2025-10-02T03:00,2025-10-02T05:00,SHORT,223.67,225.9067,56.21,-3.0072,false,止损,2,184.37
2025-10-02T06:00,2025-10-02T12:00,SHORT,224.82,227.0682,55.31,-2.9591,false,止损,6,181.42
2025-10-02T17:00,2025-10-02T18:00,SHORT,229.67,231.9667,54.42,-2.9115,false,止损,1,178.5
2025-10-02T18:00,2025-10-02T23:00,SHORT,232.2,234.522,53.55,-2.8649,false,止损,5,175.64
2025-10-03T15:00,2025-10-04T14:00,SHORT,234.72,227.6784,52.69,7.7191,true,止盈,23,183.36
2025-10-04T15:00,2025-10-05T03:00,LONG,224.78,231.5234,55.01,8.059,true,止盈,12,191.42
2025-10-05T03:00,2025-10-05T14:00,LONG,230.84,228.5316,57.43,-3.0725,false,止损,11,188.34
2025-10-05T18:00,2025-10-06T01:00,SHORT,228.85,231.1385,56.5,-3.0227,false,止损,7,185.32
2025-10-06T03:00,2025-10-07T06:00,LONG,232.18,229.8582,55.6,-2.9746,false,止损,27,182.35
2025-10-07T06:00,2025-10-07T15:00,SHORT,230.36,223.4492,54.7,8.0136,true,止盈,9,190.36
2025-10-07T15:00,2025-10-07T18:00,LONG,223.68,221.4432,57.11,-3.0554,false,止损,3,187.31
2025-10-08T17:00,2025-10-08T18:00,SHORT,226.77,229.0377,56.19,-3.0062,false,止损,1,184.3
2025-10-08T18:00,2025-10-09T01:00,LONG,228.53,226.2447,55.29,-2.958,false,止损,7,181.34
2025-10-09T08:00,2025-10-09T10:00,SHORT,219.92,222.1192,54.4,-2.9104,false,止损,2,178.43
2025-10-10T13:00,2025-10-10T14:00,LONG,223.3,221.067,53.53,-2.8639,false,止损,1,175.57
2025-10-10T14:00,2025-10-10T15:00,SHORT,219.66,213.0702,52.67,7.7162,true,止盈,1,183.28
2025-10-10T15:00,2025-10-10T18:00,LONG,210.58,208.4742,54.98,-2.9414,false,止损,3,180.34
2025-10-10T18:00,2025-10-10T19:00,LONG,207.38,205.3062,54.1,-2.8944,false,止损,1,177.45
2025-10-10T19:00,2025-10-10T20:00,LONG,205.23,203.1777,53.23,-2.8478,false,止损,1,174.6
2025-10-10T20:00,2025-10-10T21:00,LONG,196.42,194.4558,52.38,-2.8023,false,止损,1,171.8
2025-10-10T21:00,2025-10-10T22:00,LONG,187.2,185.328,51.54,-2.7574,false,止损,1,169.04
2025-10-11T16:00,2025-10-11T19:00,LONG,182.52,180.6948,50.71,-2.713,false,止损,3,166.33
2025-10-11T19:00,2025-10-11T20:00,LONG,177.29,175.5171,49.9,-2.6696,false,止损,1,163.66
